network,station,location,channel,instrument_type,latitude,longitude,sample_rate_hz,start_date,end_date
KO,CANT,,BHZ,broadband,40.6062,33.6193,50.0,2006-12-12T16:00:00.000000Z,2018-07-05T05:00:00.000000Z
KO,CANT,,BHE,broadband,40.6062,33.6193,50.0,2018-07-05T05:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,CANT,,BHN,broadband,40.6062,33.6193,50.0,2018-07-05T05:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,CANT,,BHZ,broadband,40.6062,33.6193,50.0,2018-07-05T05:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,CANT,,HHE,broadband,40.6062,33.6193,100.0,2022-11-29T10:00:00.000000Z,
KO,CANT,,HHN,broadband,40.6062,33.6193,100.0,2022-11-29T10:00:00.000000Z,
KO,CANT,,HHZ,broadband,40.6062,33.6193,100.0,2022-11-29T10:00:00.000000Z,
KO,MLSB,,HHE,broadband,37.2953,27.7767,100.0,2003-09-16T00:00:00.000000Z,2003-10-16T20:00:00.000000Z
KO,MLSB,,HHN,broadband,37.2953,27.7767,100.0,2003-09-16T00:00:00.000000Z,2003-10-16T20:00:00.000000Z
KO,MLSB,,HHZ,broadband,37.2953,27.7767,100.0,2003-09-16T00:00:00.000000Z,2003-10-16T20:00:00.000000Z
KO,MLSB,,BHE,broadband,37.2953,27.7767,50.0,2003-10-16T20:00:00.000000Z,2018-12-14T00:00:00.000000Z
KO,MLSB,,BHN,broadband,37.2953,27.7767,50.0,2003-10-16T20:00:00.000000Z,2018-12-14T00:00:00.000000Z
KO,MLSB,,BHZ,broadband,37.2953,27.7767,50.0,2003-10-16T20:00:00.000000Z,2018-12-14T00:00:00.000000Z
KO,MLSB,,BHE,broadband,37.2953,27.7767,50.0,2018-12-14T00:00:00.000000Z,2022-11-28T10:50:00.000000Z
KO,MLSB,,BHN,broadband,37.2953,27.7767,50.0,2018-12-14T00:00:00.000000Z,2022-11-28T10:50:00.000000Z
KO,MLSB,,BHZ,broadband,37.2953,27.7767,50.0,2018-12-14T00:00:00.000000Z,2022-11-28T10:50:00.000000Z
KO,MLSB,,HHE,broadband,37.2953,27.7767,100.0,2022-11-28T10:50:00.000000Z,
KO,MLSB,,HHN,broadband,37.2953,27.7767,100.0,2022-11-28T10:50:00.000000Z,
KO,MLSB,,HHZ,broadband,37.2953,27.7767,100.0,2022-11-28T10:50:00.000000Z,
KO,SVAN,,BHE,broadband,38.1511,41.1984,50.0,2009-12-12T00:00:00.000000Z,2022-11-23T10:00:00.000000Z
KO,SVAN,,BHN,broadband,38.1511,41.1984,50.0,2009-12-12T00:00:00.000000Z,2022-11-23T10:00:00.000000Z
KO,SVAN,,BHZ,broadband,38.1511,41.1984,50.0,2009-12-12T00:00:00.000000Z,2022-11-23T10:00:00.000000Z
KO,SVAN,,HHE,broadband,38.1511,41.1984,100.0,2022-11-23T10:00:00.000000Z,
KO,SVAN,,HHN,broadband,38.1511,41.1984,100.0,2022-11-23T10:00:00.000000Z,
KO,SVAN,,HHZ,broadband,38.1511,41.1984,100.0,2022-11-23T10:00:00.000000Z,
KO,PTK,,BHE,broadband,38.8923,39.3923,20.0,2004-08-31T00:00:00.000000Z,2006-08-10T14:00:00.000000Z
KO,PTK,,BHN,broadband,38.8923,39.3923,20.0,2004-08-31T00:00:00.000000Z,2006-08-10T14:00:00.000000Z
KO,PTK,,BHZ,broadband,38.8923,39.3923,20.0,2004-08-31T00:00:00.000000Z,2006-08-10T14:00:00.000000Z
KO,PTK,,BHE,broadband,38.8923,39.3923,50.0,2006-08-10T14:00:00.000000Z,2019-04-15T00:00:00.000000Z
KO,PTK,,BHN,broadband,38.8923,39.3923,50.0,2006-08-10T14:00:00.000000Z,2019-04-15T00:00:00.000000Z
KO,PTK,,BHZ,broadband,38.8923,39.3923,50.0,2006-08-10T14:00:00.000000Z,2019-04-15T00:00:00.000000Z
KO,TASB,,HHE,broadband,39.9838,44.2384,100.0,2011-10-25T00:00:00.000000Z,
KO,TASB,,HHN,broadband,39.9838,44.2384,100.0,2011-10-25T00:00:00.000000Z,
KO,TASB,,HHZ,broadband,39.9838,44.2384,100.0,2011-10-25T00:00:00.000000Z,
KO,MRSB,,HNE,strong_motion,36.7161,28.1969,100.0,2011-04-25T00:00:00.000000Z,2019-02-24T00:00:00.000000Z
KO,MRSB,,HNN,strong_motion,36.7161,28.1969,100.0,2011-04-25T00:00:00.000000Z,2019-02-24T00:00:00.000000Z
KO,MRSB,,HNZ,strong_motion,36.7161,28.1969,100.0,2011-04-25T00:00:00.000000Z,2019-02-24T00:00:00.000000Z
KO,SULT,,BHE,broadband,38.1988,33.5157,50.0,2008-01-04T00:00:00.000000Z,2021-06-01T11:16:00.000000Z
KO,SULT,,BHN,broadband,38.1988,33.5157,50.0,2008-01-04T00:00:00.000000Z,2021-06-01T11:16:00.000000Z
KO,SULT,,BHZ,broadband,38.1988,33.5157,50.0,2008-01-04T00:00:00.000000Z,2021-06-01T11:16:00.000000Z
KO,SULT,,HHE,broadband,38.1988,33.5157,100.0,2021-06-01T11:16:00.000000Z,
KO,SULT,,HHN,broadband,38.1988,33.5157,100.0,2021-06-01T11:16:00.000000Z,
KO,SULT,,HHZ,broadband,38.1988,33.5157,100.0,2021-06-01T11:16:00.000000Z,
KO,MERS,,BHE,broadband,36.8678,34.522,20.0,2005-08-23T00:00:00.000000Z,2006-01-03T07:00:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,20.0,2005-08-23T00:00:00.000000Z,2006-01-03T07:00:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,20.0,2005-08-23T00:00:00.000000Z,2006-01-03T07:00:00.000000Z
KO,MERS,,BHE,broadband,36.8678,34.522,50.0,2006-01-03T07:00:00.000000Z,2006-11-02T09:00:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,50.0,2006-01-03T07:00:00.000000Z,2006-11-02T09:00:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,50.0,2006-01-03T07:00:00.000000Z,2006-11-02T09:00:00.000000Z
KO,MERS,,BHE,broadband,36.8678,34.522,50.0,2006-11-02T09:00:00.000000Z,2007-07-06T05:00:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,50.0,2006-11-02T09:00:00.000000Z,2007-07-06T05:00:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,50.0,2006-11-02T09:00:00.000000Z,2007-07-06T05:00:00.000000Z
KO,MERS,,BHE,broadband,36.8678,34.522,50.0,2007-07-06T05:00:00.000000Z,2011-03-04T04:00:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,50.0,2007-07-06T05:00:00.000000Z,2011-03-04T04:00:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,50.0,2007-07-06T05:00:00.000000Z,2011-03-04T04:00:00.000000Z
KO,MERS,,BHE,broadband,36.8678,34.522,50.0,2011-03-04T04:00:00.000000Z,2018-09-06T08:00:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,50.0,2011-03-04T04:00:00.000000Z,2018-09-06T08:00:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,50.0,2011-03-04T04:00:00.000000Z,2018-09-06T08:00:00.000000Z
KO,MERS,,BHE,broadband,36.8678,34.522,50.0,2018-09-06T08:00:00.000000Z,2019-03-14T08:00:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,50.0,2018-09-06T08:00:00.000000Z,2019-03-14T08:00:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,50.0,2018-09-06T08:00:00.000000Z,2019-03-14T08:00:00.000000Z
KO,MERS,,HHE,broadband,36.8678,34.522,100.0,2019-03-14T08:00:00.000000Z,2019-03-22T11:00:00.000000Z
KO,MERS,,HHN,broadband,36.8678,34.522,100.0,2019-03-14T08:00:00.000000Z,2019-03-22T11:00:00.000000Z
KO,MERS,,HHZ,broadband,36.8678,34.522,100.0,2019-03-14T08:00:00.000000Z,2019-03-22T11:00:00.000000Z
KO,MERS,,BHE,broadband,36.8678,34.522,50.0,2019-03-22T11:00:00.000000Z,2021-06-03T09:19:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,50.0,2019-03-22T11:00:00.000000Z,2021-06-03T09:19:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,50.0,2019-03-22T11:00:00.000000Z,2021-06-03T09:19:00.000000Z
KO,MERS,,HHE,broadband,36.8678,34.522,100.0,2021-06-03T09:19:00.000000Z,2022-06-22T13:00:00.000000Z
KO,MERS,,HHN,broadband,36.8678,34.522,100.0,2021-06-03T09:19:00.000000Z,2022-06-22T13:00:00.000000Z
KO,MERS,,HHZ,broadband,36.8678,34.522,100.0,2021-06-03T09:19:00.000000Z,2022-06-22T13:00:00.000000Z
KO,MERS,,BHE,broadband,36.8678,34.522,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,MERS,,BHN,broadband,36.8678,34.522,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,MERS,,BHZ,broadband,36.8678,34.522,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,MERS,,HHE,broadband,36.8678,34.522,100.0,2022-11-30T09:00:00.000000Z,
KO,MERS,,HHN,broadband,36.8678,34.522,100.0,2022-11-30T09:00:00.000000Z,
KO,MERS,,HHZ,broadband,36.8678,34.522,100.0,2022-11-30T09:00:00.000000Z,
KO,GMLD,,HNE,strong_motion,38.0766,26.9157,100.0,2011-07-05T00:00:00.000000Z,
KO,GMLD,,HNN,strong_motion,38.0766,26.9157,100.0,2011-07-05T00:00:00.000000Z,
KO,GMLD,,HNZ,strong_motion,38.0766,26.9157,100.0,2011-07-05T00:00:00.000000Z,
KO,MDNY,,BHE,broadband,40.3709,28.8846,50.0,2008-07-09T00:00:00.000000Z,2013-05-20T12:00:00.000000Z
KO,MDNY,,BHN,broadband,40.3709,28.8846,50.0,2008-07-09T00:00:00.000000Z,2013-05-20T12:00:00.000000Z
KO,MDNY,,BHZ,broadband,40.3709,28.8846,50.0,2008-07-09T00:00:00.000000Z,2013-05-20T12:00:00.000000Z
KO,MDNY,,HHE,broadband,40.3709,28.8846,100.0,2013-05-20T12:00:00.000000Z,
KO,MDNY,,HHN,broadband,40.3709,28.8846,100.0,2013-05-20T12:00:00.000000Z,
KO,MDNY,,HHZ,broadband,40.3709,28.8846,100.0,2013-05-20T12:00:00.000000Z,
KO,MDNY,,HNE,strong_motion,40.3709,28.8846,100.0,2015-11-10T00:00:00.000000Z,
KO,MDNY,,HNN,strong_motion,40.3709,28.8846,100.0,2015-11-10T00:00:00.000000Z,
KO,MDNY,,HNZ,strong_motion,40.3709,28.8846,100.0,2015-11-10T00:00:00.000000Z,
KO,KLYT,,BHE,broadband,41.253,29.042,50.0,2006-05-18T00:00:00.000000Z,2009-05-18T12:00:00.000000Z
KO,KLYT,,BHN,broadband,41.253,29.042,50.0,2006-05-18T00:00:00.000000Z,2009-05-18T12:00:00.000000Z
KO,KLYT,,BHZ,broadband,41.253,29.042,50.0,2006-05-18T00:00:00.000000Z,2009-05-18T12:00:00.000000Z
KO,KLYT,,HHE,broadband,41.253,29.042,100.0,2009-05-18T12:00:00.000000Z,2009-06-30T09:00:00.000000Z
KO,KLYT,,HHN,broadband,41.253,29.042,100.0,2009-05-18T12:00:00.000000Z,2009-06-30T09:00:00.000000Z
KO,KLYT,,HHZ,broadband,41.253,29.042,100.0,2009-05-18T12:00:00.000000Z,2009-06-30T09:00:00.000000Z
KO,KLYT,,BHE,broadband,41.253,29.042,50.0,2009-06-30T09:00:00.000000Z,2013-11-08T16:00:00.000000Z
KO,KLYT,,BHN,broadband,41.253,29.042,50.0,2009-06-30T09:00:00.000000Z,2013-11-08T16:00:00.000000Z
KO,KLYT,,BHZ,broadband,41.253,29.042,50.0,2009-06-30T09:00:00.000000Z,2013-11-08T16:00:00.000000Z
KO,KLYT,,HHE,broadband,41.253,29.042,100.0,2013-11-08T16:00:00.000000Z,2018-12-24T12:14:00.000000Z
KO,KLYT,,HHN,broadband,41.253,29.042,100.0,2013-11-08T16:00:00.000000Z,2018-12-24T12:14:00.000000Z
KO,KLYT,,HHZ,broadband,41.253,29.042,100.0,2013-11-08T16:00:00.000000Z,2018-12-24T12:14:00.000000Z
KO,KLYT,,HHE,broadband,41.253,29.042,100.0,2018-12-24T12:14:00.000000Z,
KO,KLYT,,HHN,broadband,41.253,29.042,100.0,2018-12-24T12:14:00.000000Z,
KO,KLYT,,HHZ,broadband,41.253,29.042,100.0,2018-12-24T12:14:00.000000Z,
KO,RUZG,,HHE,broadband,40.7242,31.7936,100.0,2019-12-19T00:00:00.000000Z,
KO,RUZG,,HHN,broadband,40.7242,31.7936,100.0,2019-12-19T00:00:00.000000Z,
KO,RUZG,,HHZ,broadband,40.7242,31.7936,100.0,2019-12-19T00:00:00.000000Z,
KO,KHMN,,HNE,strong_motion,37.3916,37.1574,100.0,2012-11-29T00:00:00.000000Z,
KO,KHMN,,HNN,strong_motion,37.3916,37.1574,100.0,2012-11-29T00:00:00.000000Z,
KO,KHMN,,HNZ,strong_motion,37.3916,37.1574,100.0,2012-11-29T00:00:00.000000Z,
KO,KYHL,,HNE,strong_motion,40.3244,37.8955,100.0,2020-12-12T00:00:00.000000Z,
KO,KYHL,,HNN,strong_motion,40.3244,37.8955,100.0,2020-12-12T00:00:00.000000Z,
KO,KYHL,,HNZ,strong_motion,40.3244,37.8955,100.0,2020-12-12T00:00:00.000000Z,
KO,YER,,BHE,broadband,37.1336,28.284,50.0,2006-07-06T00:00:00.000000Z,2012-02-15T00:00:00.000000Z
KO,YER,,BHN,broadband,37.1336,28.284,50.0,2006-07-06T00:00:00.000000Z,2012-02-15T00:00:00.000000Z
KO,YER,,BHZ,broadband,37.1336,28.284,50.0,2006-07-06T00:00:00.000000Z,2012-02-15T00:00:00.000000Z
KO,YER,,BHE,broadband,37.1336,28.284,50.0,2012-02-15T00:00:00.000000Z,2019-09-27T11:15:00.000000Z
KO,YER,,BHN,broadband,37.1336,28.284,50.0,2012-02-15T00:00:00.000000Z,2019-09-27T11:15:00.000000Z
KO,YER,,BHZ,broadband,37.1336,28.284,50.0,2012-02-15T00:00:00.000000Z,2019-09-27T11:15:00.000000Z
KO,YER,,HHE,broadband,37.1336,28.284,100.0,2019-09-27T11:15:00.000000Z,2019-10-14T11:00:00.000000Z
KO,YER,,HHN,broadband,37.1336,28.284,100.0,2019-09-27T11:15:00.000000Z,2019-10-14T11:00:00.000000Z
KO,YER,,HHZ,broadband,37.1336,28.284,100.0,2019-09-27T11:15:00.000000Z,2019-10-14T11:00:00.000000Z
KO,YER,,BHE,broadband,37.1336,28.284,50.0,2019-10-14T11:00:00.000000Z,2019-11-20T09:00:00.000000Z
KO,YER,,BHN,broadband,37.1336,28.284,50.0,2019-10-14T11:00:00.000000Z,2019-11-20T09:00:00.000000Z
KO,YER,,BHZ,broadband,37.1336,28.284,50.0,2019-10-14T11:00:00.000000Z,2019-11-20T09:00:00.000000Z
KO,YER,,HHE,broadband,37.1336,28.284,100.0,2019-11-20T09:00:00.000000Z,2019-12-31T23:00:00.000000Z
KO,YER,,HHN,broadband,37.1336,28.284,100.0,2019-11-20T09:00:00.000000Z,2019-12-31T23:00:00.000000Z
KO,YER,,HHZ,broadband,37.1336,28.284,100.0,2019-11-20T09:00:00.000000Z,2019-12-31T23:00:00.000000Z
KO,YER,,BHE,broadband,37.1336,28.284,50.0,2019-12-31T23:00:00.000000Z,2022-12-01T06:00:00.000000Z
KO,YER,,BHN,broadband,37.1336,28.284,50.0,2019-12-31T23:00:00.000000Z,2022-12-01T06:00:00.000000Z
KO,YER,,BHZ,broadband,37.1336,28.284,50.0,2019-12-31T23:00:00.000000Z,2022-12-01T06:00:00.000000Z
KO,YER,,HHE,broadband,37.1336,28.284,100.0,2022-12-01T06:00:00.000000Z,
KO,YER,,HHN,broadband,37.1336,28.284,100.0,2022-12-01T06:00:00.000000Z,
KO,YER,,HHZ,broadband,37.1336,28.284,100.0,2022-12-01T06:00:00.000000Z,
KO,HRTX,,BHE,broadband,40.8009,29.6729,50.0,2008-06-25T00:00:00.000000Z,2013-11-08T14:00:00.000000Z
KO,HRTX,,BHN,broadband,40.8009,29.6729,50.0,2008-06-25T00:00:00.000000Z,2013-11-08T14:00:00.000000Z
KO,HRTX,,BHZ,broadband,40.8009,29.6729,50.0,2008-06-25T00:00:00.000000Z,2013-11-08T14:00:00.000000Z
KO,HRTX,,HHE,broadband,40.8009,29.6729,100.0,2013-11-08T14:00:00.000000Z,
KO,HRTX,,HHN,broadband,40.8009,29.6729,100.0,2013-11-08T14:00:00.000000Z,
KO,HRTX,,HHZ,broadband,40.8009,29.6729,100.0,2013-11-08T14:00:00.000000Z,
KO,CAND,,HNE,strong_motion,38.9542,26.8031,100.0,2011-07-11T00:00:00.000000Z,2019-08-13T00:00:00.000000Z
KO,CAND,,HNN,strong_motion,38.9542,26.8031,100.0,2011-07-11T00:00:00.000000Z,2019-08-13T00:00:00.000000Z
KO,CAND,,HNZ,strong_motion,38.9542,26.8031,100.0,2011-07-11T00:00:00.000000Z,2019-08-13T00:00:00.000000Z
KO,CUKT,,BHE,broadband,37.2473,43.6077,20.0,2005-09-29T00:00:00.000000Z,2010-09-24T18:00:00.000000Z
KO,CUKT,,BHN,broadband,37.2473,43.6077,20.0,2005-09-29T00:00:00.000000Z,2010-09-24T18:00:00.000000Z
KO,CUKT,,BHZ,broadband,37.2473,43.6077,20.0,2005-09-29T00:00:00.000000Z,2010-09-24T18:00:00.000000Z
KO,CUKT,,BHE,broadband,37.2473,43.6077,50.0,2010-09-24T18:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,CUKT,,BHN,broadband,37.2473,43.6077,50.0,2010-09-24T18:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,CUKT,,BHZ,broadband,37.2473,43.6077,50.0,2010-09-24T18:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,CUKT,,HHE,broadband,37.2473,43.6077,100.0,2022-11-30T09:00:00.000000Z,
KO,CUKT,,HHN,broadband,37.2473,43.6077,100.0,2022-11-30T09:00:00.000000Z,
KO,CUKT,,HHZ,broadband,37.2473,43.6077,100.0,2022-11-30T09:00:00.000000Z,
KO,CUKT,,HNE,strong_motion,37.2473,43.6077,100.0,2024-07-31T07:30:00.000000Z,
KO,CUKT,,HNN,strong_motion,37.2473,43.6077,100.0,2024-07-31T07:30:00.000000Z,
KO,CUKT,,HNZ,strong_motion,37.2473,43.6077,100.0,2024-07-31T07:30:00.000000Z,
KO,CTKS,,BHE,broadband,41.2373,28.5072,50.0,2007-09-28T00:00:00.000000Z,2013-11-08T16:00:00.000000Z
KO,CTKS,,BHN,broadband,41.2373,28.5072,50.0,2007-09-28T00:00:00.000000Z,2013-11-08T16:00:00.000000Z
KO,CTKS,,BHZ,broadband,41.2373,28.5072,50.0,2007-09-28T00:00:00.000000Z,2013-11-08T16:00:00.000000Z
KO,CTKS,,HHE,broadband,41.2373,28.5072,100.0,2013-11-08T16:00:00.000000Z,
KO,CTKS,,HHN,broadband,41.2373,28.5072,100.0,2013-11-08T16:00:00.000000Z,
KO,CTKS,,HHZ,broadband,41.2373,28.5072,100.0,2013-11-08T16:00:00.000000Z,
KO,ADVT,,BHE,broadband,40.4332,29.7383,50.0,2006-05-19T00:00:00.000000Z,2013-11-08T14:00:00.000000Z
KO,ADVT,,BHN,broadband,40.4332,29.7383,50.0,2006-05-19T00:00:00.000000Z,2013-11-08T14:00:00.000000Z
KO,ADVT,,BHZ,broadband,40.4332,29.7383,50.0,2006-05-19T00:00:00.000000Z,2013-11-08T14:00:00.000000Z
KO,ADVT,,HHE,broadband,40.4332,29.7383,100.0,2013-11-08T14:00:00.000000Z,
KO,ADVT,,HHN,broadband,40.4332,29.7383,100.0,2013-11-08T14:00:00.000000Z,
KO,ADVT,,HHZ,broadband,40.4332,29.7383,100.0,2013-11-08T14:00:00.000000Z,
KO,DIKM,,BHE,broadband,41.6497,35.2578,50.0,2006-06-27T00:00:00.000000Z,2021-06-19T07:00:00.000000Z
KO,DIKM,,BHN,broadband,41.6497,35.2578,50.0,2006-06-27T00:00:00.000000Z,2021-06-19T07:00:00.000000Z
KO,DIKM,,BHZ,broadband,41.6497,35.2578,50.0,2006-06-27T00:00:00.000000Z,2021-06-19T07:00:00.000000Z
KO,DIKM,,HHE,broadband,41.6497,35.2578,100.0,2021-06-19T07:00:00.000000Z,2021-10-18T22:00:00.000000Z
KO,DIKM,,HHN,broadband,41.6497,35.2578,100.0,2021-06-19T07:00:00.000000Z,2021-10-18T22:00:00.000000Z
KO,DIKM,,HHZ,broadband,41.6497,35.2578,100.0,2021-06-19T07:00:00.000000Z,2021-10-18T22:00:00.000000Z
KO,DIKM,,BHE,broadband,41.6497,35.2578,50.0,2021-10-18T22:00:00.000000Z,2022-11-28T08:40:00.000000Z
KO,DIKM,,BHN,broadband,41.6497,35.2578,50.0,2021-10-18T22:00:00.000000Z,2022-11-28T08:40:00.000000Z
KO,DIKM,,BHZ,broadband,41.6497,35.2578,50.0,2021-10-18T22:00:00.000000Z,2022-11-28T08:40:00.000000Z
KO,DIKM,,HHE,broadband,41.6497,35.2578,100.0,2022-11-28T08:40:00.000000Z,
KO,DIKM,,HHN,broadband,41.6497,35.2578,100.0,2022-11-28T08:40:00.000000Z,
KO,DIKM,,HHZ,broadband,41.6497,35.2578,100.0,2022-11-28T08:40:00.000000Z,
KO,TUZL,,HNE,strong_motion,40.8128,29.2657,100.0,2010-10-11T00:00:00.000000Z,2012-10-22T11:00:00.000000Z
KO,TUZL,,HNN,strong_motion,40.8128,29.2657,100.0,2010-10-11T00:00:00.000000Z,2012-10-22T11:00:00.000000Z
KO,TUZL,,HNZ,strong_motion,40.8128,29.2657,100.0,2010-10-11T00:00:00.000000Z,2012-10-22T11:00:00.000000Z
KO,TUZL,,HNE,strong_motion,40.8128,29.2657,100.0,2012-10-22T11:00:00.000000Z,
KO,TUZL,,HNN,strong_motion,40.8128,29.2657,100.0,2012-10-22T11:00:00.000000Z,
KO,TUZL,,HNZ,strong_motion,40.8128,29.2657,100.0,2012-10-22T11:00:00.000000Z,
KO,SDAG,,HHE,broadband,38.4396,30.9175,100.0,2019-07-10T00:00:00.000000Z,
KO,SDAG,,HHN,broadband,38.4396,30.9175,100.0,2019-07-10T00:00:00.000000Z,
KO,SDAG,,HHZ,broadband,38.4396,30.9175,100.0,2019-07-10T00:00:00.000000Z,
KO,YEDI,,BHE,broadband,39.4377,40.5443,50.0,2011-05-03T00:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,YEDI,,BHN,broadband,39.4377,40.5443,50.0,2011-05-03T00:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,YEDI,,BHZ,broadband,39.4377,40.5443,50.0,2011-05-03T00:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,YEDI,,HHE,broadband,39.4377,40.5443,100.0,2022-11-29T10:00:00.000000Z,
KO,YEDI,,HHN,broadband,39.4377,40.5443,100.0,2022-11-29T10:00:00.000000Z,
KO,YEDI,,HHZ,broadband,39.4377,40.5443,100.0,2022-11-29T10:00:00.000000Z,
KO,CHBY,,BHE,broadband,38.5823,32.8902,50.0,2009-06-17T00:00:00.000000Z,2010-07-18T05:00:00.000000Z
KO,CHBY,,BHN,broadband,38.5823,32.8902,50.0,2009-06-17T00:00:00.000000Z,2010-07-18T05:00:00.000000Z
KO,CHBY,,BHZ,broadband,38.5823,32.8902,50.0,2009-06-17T00:00:00.000000Z,2010-07-18T05:00:00.000000Z
KO,CHBY,,HHE,broadband,38.5823,32.8902,100.0,2010-07-18T05:00:00.000000Z,
KO,CHBY,,HHN,broadband,38.5823,32.8902,100.0,2010-07-18T05:00:00.000000Z,
KO,CHBY,,HHZ,broadband,38.5823,32.8902,100.0,2010-07-18T05:00:00.000000Z,
KO,EDC,,BHE,broadband,40.3465,27.8618,50.0,2008-07-12T00:00:00.000000Z,2008-11-27T00:00:00.000000Z
KO,EDC,,BHN,broadband,40.3465,27.8618,50.0,2008-07-12T00:00:00.000000Z,2008-11-27T00:00:00.000000Z
KO,EDC,,BHZ,broadband,40.3465,27.8618,50.0,2008-07-12T00:00:00.000000Z,2008-11-27T00:00:00.000000Z
KO,EDC,,BHE,broadband,40.3465,27.8618,50.0,2008-11-27T00:00:00.000000Z,2013-11-08T17:00:00.000000Z
KO,EDC,,BHN,broadband,40.3465,27.8618,50.0,2008-11-27T00:00:00.000000Z,2013-11-08T17:00:00.000000Z
KO,EDC,,BHZ,broadband,40.3465,27.8618,50.0,2008-11-27T00:00:00.000000Z,2013-11-08T17:00:00.000000Z
KO,EDC,,HHE,broadband,40.3465,27.8618,100.0,2013-11-08T17:00:00.000000Z,
KO,EDC,,HHN,broadband,40.3465,27.8618,100.0,2013-11-08T17:00:00.000000Z,
KO,EDC,,HHZ,broadband,40.3465,27.8618,100.0,2013-11-08T17:00:00.000000Z,
KO,EDC,,HNE,strong_motion,40.3465,27.8618,100.0,2016-04-28T00:00:00.000000Z,
KO,EDC,,HNN,strong_motion,40.3465,27.8618,100.0,2016-04-28T00:00:00.000000Z,
KO,EDC,,HNZ,strong_motion,40.3465,27.8618,100.0,2016-04-28T00:00:00.000000Z,
KO,UKOP,,EHE,broadband,41.1288,26.6323,100.0,2013-09-12T00:00:00.000000Z,
KO,UKOP,,EHN,broadband,41.1288,26.6323,100.0,2013-09-12T00:00:00.000000Z,
KO,UKOP,,EHZ,broadband,41.1288,26.6323,100.0,2013-09-12T00:00:00.000000Z,
KO,UKOP,,HNE,strong_motion,41.1288,26.6323,100.0,2013-09-12T00:00:00.000000Z,
KO,UKOP,,HNN,strong_motion,41.1288,26.6323,100.0,2013-09-12T00:00:00.000000Z,
KO,UKOP,,HNZ,strong_motion,41.1288,26.6323,100.0,2013-09-12T00:00:00.000000Z,
KO,ANTB,,BHE,broadband,36.8998,30.6538,50.0,2004-03-03T00:00:00.000000Z,2009-10-15T07:00:00.000000Z
KO,ANTB,,BHN,broadband,36.8998,30.6538,50.0,2004-03-03T00:00:00.000000Z,2009-10-15T07:00:00.000000Z
KO,ANTB,,BHZ,broadband,36.8998,30.6538,50.0,2004-03-03T00:00:00.000000Z,2009-10-15T07:00:00.000000Z
KO,ANTB,,BHE,broadband,36.8998,30.6538,50.0,2009-10-15T07:00:00.000000Z,2022-11-18T11:20:00.000000Z
KO,ANTB,,BHN,broadband,36.8998,30.6538,50.0,2009-10-15T07:00:00.000000Z,2022-11-18T11:20:00.000000Z
KO,ANTB,,BHZ,broadband,36.8998,30.6538,50.0,2009-10-15T07:00:00.000000Z,2022-11-18T11:20:00.000000Z
KO,ANTB,,HHE,broadband,36.8998,30.6538,100.0,2022-11-18T11:20:00.000000Z,
KO,ANTB,,HHN,broadband,36.8998,30.6538,100.0,2022-11-18T11:20:00.000000Z,
KO,ANTB,,HHZ,broadband,36.8998,30.6538,100.0,2022-11-18T11:20:00.000000Z,
KO,APMY,,HHE,broadband,37.4717,29.3018,100.0,2016-05-31T00:00:00.000000Z,
KO,APMY,,HHN,broadband,37.4717,29.3018,100.0,2016-05-31T00:00:00.000000Z,
KO,APMY,,HHZ,broadband,37.4717,29.3018,100.0,2016-05-31T00:00:00.000000Z,
KO,GPNR,,HNE,strong_motion,39.456,26.1331,100.0,2011-03-25T00:00:00.000000Z,
KO,GPNR,,HNN,strong_motion,39.456,26.1331,100.0,2011-03-25T00:00:00.000000Z,
KO,GPNR,,HNZ,strong_motion,39.456,26.1331,100.0,2011-03-25T00:00:00.000000Z,
